word,translation,category,subcategory,difficulty,wordType,definition,definitionZh,exampleSentence,exampleSentenceZh,tags,tagsZh
"steel","钢，钢铁","various","","beginner","noun","A word meaning: 钢","钢","","","noun","名词"
"steep","险峻的；陡峭的","various","","beginner","adjective","A word meaning: 险峻的","险峻的","","","adjective","形容词"
"step","脚步，台阶，梯级 走；跨步","various","","beginner","noun","A word meaning: 脚步","脚步","","","noun","名词"
"steward","（火车、飞机、轮船等）男服务员；男乘务员","various","","intermediate","noun","A word meaning: （火车、飞机、轮船等）男服务员","（火车、飞机、轮船等）男服务员","","","noun","名词"
"stewardess","女乘务员，空中小姐","various","","advanced","noun","A word meaning: 女乘务员","女乘务员","","","noun","名词"
"stick(stuck","stuck)","various","","advanced","noun","A word meaning: stuck)","stuck)","","","noun","名词"
"still","仍然，还","various","","beginner","noun","A word meaning: 仍然","仍然","","","noun","名词"
"stocking","长统袜","various","","intermediate","noun","A word meaning: 长统袜","长统袜","","","noun","名词"
"stomach","胃，胃部","body","organs","intermediate","noun","A word meaning: 胃","胃","","","noun","名词"
"stone","石头，石料","nature","","beginner","noun","A word meaning: 石头","石头","","","noun","名词"
"stop","停；（停车）站 停，停止，阻止","actions-verbs","","beginner","noun","A word meaning: 停","停","","","noun","名词"
"storage","贮藏；储存","various","","intermediate","noun","A word meaning: 贮藏","贮藏","","","noun","名词"
"store","商店 储藏，存储","various","","beginner","noun","A word meaning: 商店 储藏","商店 储藏","","","noun","名词"
"storm","风暴，暴（风）雨","various","","beginner","noun","A word meaning: 风暴","风暴","","","noun","名词"
"story","故事，小说","education","","beginner","noun","A word meaning: 故事","故事","","","noun","名词"
"stove","（供烹饪用的）火炉，煤炉，电炉","various","","beginner","adjective","A word meaning: （供烹饪用的）火炉","（供烹饪用的）火炉","","","adjective","形容词"
"straight","一直的，直的 一直地，直地","various","","intermediate","adjective;adverb","A word meaning: 一直的","一直的","","","adjective;adverb","形容词;副词"
"strait","海峡","various","","intermediate","noun","A word meaning: 海峡","海峡","","","noun","名词"
"strange","奇怪的，奇特的，陌生的","various","","intermediate","adjective","A word meaning: 奇怪的","奇怪的","","","adjective","形容词"
"stranger","陌生人，外人","various","","intermediate","noun","A word meaning: 陌生人","陌生人","","","noun","名词"
"straw","稻草","food","","beginner","noun","A word meaning: 稻草","稻草","","","noun","名词"
"strawberry","草莓","food","fruits","advanced","noun","A word meaning: 草莓","草莓","","","noun","名词"
"stream","小河；溪流","various","","intermediate","noun","A word meaning: 小河","小河","","","noun","名词"
"street","街，街道","transportation","","intermediate","noun","A word meaning: 街","街","","","noun","名词"
"strength","力量，力气","various","","intermediate","noun","A word meaning: 力量","力量","","","noun","名词"
"stress","压力，紧张，强调","various","","intermediate","noun","A word meaning: 压力","压力","","","noun","名词"
"strict","严格的，严密的","various","","intermediate","adjective","A word meaning: 严格的","严格的","","","adjective","形容词"
"strike","（钟）鸣；敲（响）；罢工","various","","intermediate","noun","A word meaning: （钟）鸣","（钟）鸣","","","noun","名词"
"string","细绳，线，带","various","","intermediate","noun","A word meaning: 细绳","细绳","","","noun","名词"
"strong","强(壮)的；坚固的；强烈的；坚强的","various","","intermediate","adjective","A word meaning: 强(壮)的","强(壮)的","","","adjective","形容词"
"struggle","斗争","various","","intermediate","noun","A word meaning: 斗争","斗争","","","noun","名词"
"stubborn","倔强的，固执的","various","","intermediate","adjective","A word meaning: 倔强的","倔强的","","","adjective","形容词"
"student","学生","education","school","intermediate","noun","A word meaning: 学生","学生","","","noun","名词"
"studio","工作室，演播室","various","","intermediate","noun","A word meaning: 工作室","工作室","","","noun","名词"
"study","学习；研究 书房","education","","beginner","noun","A word meaning: 学习","学习","","","noun","名词"
"stupid","愚蠢的，笨的","various","","intermediate","adjective","A word meaning: 愚蠢的","愚蠢的","","","adjective","形容词"
"style","方式，作风，款式","various","","beginner","noun","A word meaning: 方式","方式","","","noun","名词"
"subject","题目；主题；学科；主语；主体","education","","intermediate","noun","A word meaning: 题目","题目","","","noun","名词"
"subscribe","订阅，订购（报刊等）","various","","advanced","noun","A word meaning: 订阅","订阅","","","noun","名词"
"substitute","代替，替换","various","","advanced","noun","A word meaning: 代替","代替","","","noun","名词"
"succeed","成功","various","","intermediate","noun","A word meaning: 成功","成功","","","noun","名词"
"success","成功","various","","intermediate","noun","A word meaning: 成功","成功","","","noun","名词"
"successful","成功的，有成就的","various","","advanced","adjective","A word meaning: 成功的","成功的","","","adjective","形容词"
"such","那么 这样的，那样的","various","","beginner","adjective","A word meaning: 那么 这样的","那么 这样的","","","adjective","形容词"
"suck","吸吮","various","","beginner","noun","A word meaning: 吸吮","吸吮","","","noun","名词"
"sudden","突然的","various","","intermediate","verb;adjective","A word meaning: 突然的","突然的","","","verb;adjective","动词;形容词"
"suffer","受苦，遭受","various","","intermediate","noun","A word meaning: 受苦","受苦","","","noun","名词"
"suffering","痛苦，苦难","various","","advanced","noun","A word meaning: 痛苦","痛苦","","","noun","名词"
"sugar","糖","food","sweets","beginner","noun","A word meaning: 糖","糖","","","noun","名词"
"suggest","建议，提议","various","","intermediate","noun","A word meaning: 建议","建议","","","noun","名词"
"suggestion","建议","various","","advanced","noun","A word meaning: 建议","建议","","","noun","名词"
"suit","一套（衣服）","clothing","mens-clothing","beginner","noun","A word meaning: 一套（衣服）","一套（衣服）","","","noun","名词"
"suitable","合适的，适宜的","clothing","mens-clothing","intermediate","adjective","A word meaning: 合适的","合适的","","","adjective","形容词"
"suitcase","（旅行用）小提箱，衣箱","clothing","mens-clothing","intermediate","noun","A word meaning: （旅行用）小提箱","（旅行用）小提箱","","","noun","名词"
"suite","套间；组曲","clothing","mens-clothing","beginner","noun","A word meaning: 套间","套间","","","noun","名词"
"summary","摘要，概要","various","","intermediate","noun","A word meaning: 摘要","摘要","","","noun","名词"
"summer","夏天，夏季","nature","","intermediate","noun","A word meaning: 夏天","夏天","","","noun","名词"
"sun","太阳，阳光","nature","weather","beginner","noun","A word meaning: 太阳","太阳","","","noun","名词"
"sunburnt","晒黑的","nature","weather","intermediate","adjective","A word meaning: 晒黑的","晒黑的","","","adjective","形容词"
"Sunday","星期日","nature","weather","intermediate","noun","A word meaning: 星期日","星期日","","","noun","名词"
"sunlight","日光，阳光","nature","weather","intermediate","noun","A word meaning: 日光","日光","","","noun","名词"
"sunny","晴朗的；阳光充足的","nature","weather","beginner","adjective","A word meaning: 晴朗的","晴朗的","","","adjective","形容词"
"sunrise","黎明，拂晓","nature","weather","intermediate","verb","A word meaning: 黎明","黎明","","","verb","动词"
"sunset","日落(时分)","nature","weather","intermediate","noun","A word meaning: 日落(时分)","日落(时分)","","","noun","名词"
"sunshine","阳光","nature","weather","intermediate","noun","A word meaning: 阳光","阳光","","","noun","名词"
"super","顶好的，超级的","various","","beginner","noun;adjective","A word meaning: 顶好的","顶好的","","","noun;adjective","名词;形容词"
"superior","更胜一筹的","various","","intermediate","noun;adjective","A word meaning: 更胜一筹的","更胜一筹的","","","noun;adjective","名词;形容词"
"supermarket","超级市场","various","","advanced","noun","A word meaning: 超级市场","超级市场","","","noun","名词"
"supper","晚餐，晚饭","food","","intermediate","noun","A word meaning: 晚餐","晚餐","","","noun","名词"
"supply","供给，供应","various","","intermediate","adverb","A word meaning: 供给","供给","","","adverb","副词"
"support","支持，赞助","transportation","","intermediate","noun","A word meaning: 支持","支持","","","noun","名词"
"suppose","猜想，假定，料想","various","","intermediate","noun","A word meaning: 猜想","猜想","","","noun","名词"
"sure","确信，肯定 确信，肯定","various","","beginner","noun","A word meaning: 确信","确信","","","noun","名词"
"surface","表面","body","face","intermediate","noun","A word meaning: 表面","表面","","","noun","名词"
"surgeon","外科医生","various","","intermediate","noun","A word meaning: 外科医生","外科医生","","","noun","名词"
"surplus","过剩，剩余","various","","intermediate","noun","A word meaning: 过剩","过剩","","","noun","名词"
"surprise","使惊奇，使诧异 惊奇，诧异","various","","intermediate","verb","A word meaning: 使惊奇","使惊奇","","","verb","动词"
"surround","围绕；包围","various","","intermediate","noun","A word meaning: 围绕","围绕","","","noun","名词"
"surrounding","周围的","various","","advanced","adjective","A word meaning: 周围的","周围的","","","adjective","形容词"
"survival","存活，幸存","various","","intermediate","adjective","A word meaning: 存活","存活","","","adjective","形容词"
"survive","存活，幸存","various","","intermediate","adjective","A word meaning: 存活","存活","","","adjective","形容词"
"suspect","犯罪嫌疑人","various","","intermediate","noun","A word meaning: 犯罪嫌疑人","犯罪嫌疑人","","","noun","名词"
"suspension","暂令停职，暂停，延期","house","","advanced","noun","A word meaning: 暂令停职","暂令停职","","","noun","名词"
"swallow","吞下；咽下","house","","intermediate","noun","A word meaning: 吞下","吞下","","","noun","名词"
"swap","交换（东西）","various","","beginner","noun","A word meaning: 交换（东西）","交换（东西）","","","noun","名词"
"swear(swore","sworn)","body","face","advanced","noun","A word meaning: sworn)","sworn)","","","noun","名词"
"sweat","汗，汗水","food","","beginner","noun","A word meaning: 汗","汗","","","noun","名词"
"sweater","厚运动衫，毛衣","food","","intermediate","noun","A word meaning: 厚运动衫","厚运动衫","","","noun","名词"
"sweep(swept","swept)","various","","advanced","noun","A word meaning: swept)","swept)","","","noun","名词"
"sweet","甜的；新鲜的；可爱的；亲切的 糖果","various","","beginner","adjective","A word meaning: 甜的","甜的","","","adjective","形容词"
"swell(swelled","swollen)","various","","advanced","noun","A word meaning: swollen)","swollen)","","","noun","名词"
"swift","快的，迅速的","various","","beginner","adjective","A word meaning: 快的","快的","","","adjective","形容词"
"swim(swam","swum)","actions-verbs","","advanced","noun","A word meaning: swum)","swum)","","","noun","名词"
"swimming","游泳","actions-verbs","","intermediate","noun","A word meaning: 游泳","游泳","","","noun","名词"
"swimming pool","游泳池","actions-verbs","","advanced","noun","A word meaning: 游泳池","游泳池","","","noun","名词"
"swing","挥舞，摆动 秋千","various","","beginner","noun","A word meaning: 挥舞","挥舞","","","noun","名词"
"switch","开关，电闸，改变","various","","intermediate","noun","A word meaning: 开关","开关","","","noun","名词"
"sword","剑，刀","various","","beginner","noun","A word meaning: 剑","剑","","","noun","名词"
"symbol","象征","various","","intermediate","noun","A word meaning: 象征","象征","","","noun","名词"
"sympathy","同情","various","","intermediate","noun","A word meaning: 同情","同情","","","noun","名词"
"symphony","交响乐","various","","intermediate","noun","A word meaning: 交响乐","交响乐","","","noun","名词"
"symptom","症状","various","","intermediate","noun","A word meaning: 症状","症状","","","noun","名词"
"system","体系；系统","various","","intermediate","noun","A word meaning: 体系","体系","","","noun","名词"
"table","桌子，表格","food","","beginner","adjective","A word meaning: 桌子","桌子","","","adjective","形容词"
"table tennis","乒乓球","house","furniture","advanced","noun","A word meaning: 乒乓球","乒乓球","","","noun","名词"
"tablet","药片","house","furniture","intermediate","noun","A word meaning: 药片","药片","","","noun","名词"
"tail","（动物的）尾巴","various","","beginner","adjective","A word meaning: （动物的）尾巴","（动物的）尾巴","","","adjective","形容词"
"tailor","裁缝","various","","intermediate","noun","A word meaning: 裁缝","裁缝","","","noun","名词"
"take(took","taken)","actions-verbs","","advanced","noun","A word meaning: taken)","taken)","","","noun","名词"
"tale","故事，传说","various","","beginner","noun","A word meaning: 故事","故事","","","noun","名词"
"talent","天才，天赋","various","","intermediate","noun","A word meaning: 天才","天才","","","noun","名词"
"talk","谈话，讲话，演讲；交谈","various","","beginner","noun","A word meaning: 谈话","谈话","","","noun","名词"
"tall","高的","various","","beginner","adjective","A word meaning: 高的","高的","","","adjective","形容词"
"tank","储水容量；坦克","various","","beginner","noun","A word meaning: 储水容量","储水容量","","","noun","名词"
"tap","（自来水、煤气等的）龙头","various","","beginner","adjective","A word meaning: （自来水、煤气等的）龙头","（自来水、煤气等的）龙头","","","adjective","形容词"
"tape","磁带；录音带","various","","beginner","noun","A word meaning: 磁带","磁带","","","noun","名词"
"target","目标，靶子","various","","intermediate","noun","A word meaning: 目标","目标","","","noun","名词"
"task","任务，工作","various","","beginner","noun","A word meaning: 任务","任务","","","noun","名词"
"taste","品尝，尝味；味道","various","","beginner","noun","A word meaning: 品尝","品尝","","","noun","名词"
"tasteless","无滋味的","various","","advanced","adjective","A word meaning: 无滋味的","无滋味的","","","adjective","形容词"
"tasty","味道好的","various","","beginner","adjective","A word meaning: 味道好的","味道好的","","","adjective","形容词"
"tax","税，税款","transportation","","beginner","noun","A word meaning: 税","税","","","noun","名词"
"tax-free","免税的","various","","advanced","adjective","A word meaning: 免税的","免税的","","","adjective","形容词"
"taxi","出租汽车","transportation","land-travel","beginner","noun","A word meaning: 出租汽车","出租汽车","","","noun","名词"
"taxpayer","纳税人","various","","intermediate","noun","A word meaning: 纳税人","纳税人","","","noun","名词"
"tea","茶；茶叶","education","drinks","beginner","noun","A word meaning: 茶","茶","","","noun","名词"
"teach(taught","taught)","food","drinks","advanced","noun","A word meaning: taught)","taught)","","","noun","名词"
"teacher","教师，教员","education","school","intermediate","noun","A word meaning: 教师","教师","","","noun","名词"
"team","队，组","food","drinks","beginner","noun","A word meaning: 队","队","","","noun","名词"
"teamwork","合作，协同工作","food","drinks","intermediate","noun","A word meaning: 合作","合作","","","noun","名词"
"teapot","茶壶","food","drinks","intermediate","noun","A word meaning: 茶壶","茶壶","","","noun","名词"
"tear ^1^","眼泪","food","drinks","beginner","noun","A word meaning: 眼泪","眼泪","","","noun","名词"
"tear ^2^(tore","torn)","food","drinks","advanced","noun","A word meaning: torn)","torn)","","","noun","名词"
"technical","技术的，工艺的","various","","advanced","adjective","A word meaning: 技术的","技术的","","","adjective","形容词"
"technique","技术；技巧，方法","various","","advanced","noun","A word meaning: 技术","技术","","","noun","名词"
"technology","技术","various","","advanced","noun","A word meaning: 技术","技术","","","noun","名词"
"teenager","（13～19岁的）青少年，十几岁的少年","various","","intermediate","noun;adjective","A word meaning: （13～19岁的）青少年","（13～19岁的）青少年","","","noun;adjective","名词;形容词"
"telegram","电报","body","","intermediate","noun","A word meaning: 电报","电报","","","noun","名词"
"telegraph","（一份）电报，（指通信方式）电报（多指用电信号传递文字信息）","body","","advanced","noun","A word meaning: （一份）电报","（一份）电报","","","noun","名词"
"telephone","电话 打电话","house","","advanced","noun","A word meaning: 电话 打电话","电话 打电话","","","noun","名词"
"telescope","望远镜","various","","advanced","noun","A word meaning: 望远镜","望远镜","","","noun","名词"
"television","电视","house","","advanced","noun","A word meaning: 电视","电视","","","noun","名词"
"tell(told","told)","various","","advanced","noun","A word meaning: told)","told)","","","noun","名词"
"temperature","温度","animals","mammals","advanced","noun","A word meaning: 温度","温度","","","noun","名词"
"temple","庙宇，寺院","various","","intermediate","noun","A word meaning: 庙宇","庙宇","","","noun","名词"
"temporary","短暂的，暂时的","various","","advanced","adjective","A word meaning: 短暂的","短暂的","","","adjective","形容词"
"ten","十","animals","","beginner","verb","A word meaning: 十","十","","","verb","动词"
"tend","往往会，常常就，倾向于，趋于","numbers","","beginner","noun","A word meaning: 往往会","往往会","","","noun","名词"
"tendency","倾向，偏好，性情","numbers","","intermediate","noun","A word meaning: 倾向","倾向","","","noun","名词"
"tennis","网球","numbers","","intermediate","noun","A word meaning: 网球","网球","","","noun","名词"
"tense","心烦意乱的，紧张的","numbers","","beginner","adjective","A word meaning: 心烦意乱的","心烦意乱的","","","adjective","形容词"
"tension","紧张局势，矛盾","numbers","","intermediate","noun","A word meaning: 紧张局势","紧张局势","","","noun","名词"
"tent","帐篷","numbers","","beginner","noun","A word meaning: 帐篷","帐篷","","","noun","名词"
"tentative","不确定的，暂定的","numbers","","advanced","adjective","A word meaning: 不确定的","不确定的","","","adjective","形容词"
"term","学期；术语；条款；项","food","","beginner","noun","A word meaning: 学期","学期","","","noun","名词"
"terminal","终点站，终端","various","","intermediate","adjective","A word meaning: 终点站","终点站","","","adjective","形容词"
"terrible","可怕的；糟糕的","various","","intermediate","adjective","A word meaning: 可怕的","可怕的","","","adjective","形容词"
"terrify","使人感到恐怖","various","","intermediate","verb","A word meaning: 使人感到恐怖","使人感到恐怖","","","verb","动词"
"terror","恐怖，惊恐","various","","intermediate","noun","A word meaning: 恐怖","恐怖","","","noun","名词"
"test","测试，考查，试验","education","","beginner","noun","A word meaning: 测试","测试","","","noun","名词"
"text","文本，课文","various","","beginner","noun","A word meaning: 文本","文本","","","noun","名词"
"textbook","课本，教科书","house","","intermediate","noun","A word meaning: 课本","课本","","","noun","名词"
"than","比","various","","beginner","noun","A word meaning: 比","比","","","noun","名词"
"thank","感谢，致谢，道谢","various","","beginner","noun","A word meaning: 感谢","感谢","","","noun","名词"
"thankful","感谢的，感激的","various","","intermediate","adjective","A word meaning: 感谢的","感谢的","","","adjective","形容词"
"that","那，那个","clothing","accessories","beginner","noun","A word meaning: 那","那","","","noun","名词"
"the","这（那）个，这（那）些","family","","beginner","noun","A word meaning: 这（那）个","这（那）个","","","noun","名词"
"theatre(Am theater)","剧场，戏院","food","","advanced","noun","A word meaning: 剧场","剧场","","","noun","名词"
"theft","盗窃案","various","","beginner","noun","A word meaning: 盗窃案","盗窃案","","","noun","名词"
"their","他(或她、它)们的","various","","beginner","adjective","A word meaning: 他(或她、它)们的","他(或她、它)们的","","","adjective","形容词"
"theirs","他们的（名词性物主代词）","various","","intermediate","adjective","A word meaning: 他们的（名词性物主代词）","他们的（名词性物主代词）","","","adjective","形容词"
"them","他/她/它们（宾格）","various","","beginner","noun","A word meaning: 他/她/它们（宾格）","他/她/它们（宾格）","","","noun","名词"
"theme","主题","various","","beginner","noun","A word meaning: 主题","主题","","","noun","名词"
"themselves","他/她/它们自己","various","","advanced","noun","A word meaning: 他/她/它们自己","他/她/它们自己","","","noun","名词"
"then","当时，那时；然后；那么（通常用于句首或句尾）","animals","","beginner","verb","A word meaning: 当时","当时","","","verb","动词"
"theory","理论","various","","intermediate","noun","A word meaning: 理论","理论","","","noun","名词"
"there","那!你瞧（表示引起注意） 那里，那儿","various","","beginner","noun","A word meaning: 那!你瞧（表示引起注意） 那里","那!你瞧（表示引起注意） 那里","","","noun","名词"
"therefore","因此，所以","various","","advanced","noun","A word meaning: 因此","因此","","","noun","名词"
"these","这些","various","","beginner","noun","A word meaning: 这些","这些","","","noun","名词"
"they","他（她）们；它们；人们","various","","beginner","noun","A word meaning: 他（她）们","他（她）们","","","noun","名词"
"thick","厚的","various","","beginner","adjective","A word meaning: 厚的","厚的","","","adjective","形容词"
"thief(pl thieves)","窃贼，小偷","various","","advanced","noun","A word meaning: 窃贼","窃贼","","","noun","名词"
"thin","薄的；瘦的；稀的","actions-verbs","","beginner","adjective","A word meaning: 薄的","薄的","","","adjective","形容词"
"thing","东西；(复)物品，用品；事情，事件","various","","beginner","noun","A word meaning: 东西","东西","","","noun","名词"
"think(thought","thought)","actions-verbs","","advanced","noun","A word meaning: thought)","thought)","","","noun","名词"
"thinking","思索；见解；想法","actions-verbs","","intermediate","noun","A word meaning: 思索","思索","","","noun","名词"
"third","第三","numbers","","beginner","noun","A word meaning: 第三","第三","","","noun","名词"
"thirst","渴；口渴","various","","intermediate","noun","A word meaning: 渴","渴","","","noun","名词"
"thirsty","渴","various","","intermediate","noun","A word meaning: 渴","渴","","","noun","名词"
"thirteen","十三","numbers","","intermediate","verb","A word meaning: 十三","十三","","","verb","动词"
"thirty","三十","numbers","","intermediate","noun","A word meaning: 三十","三十","","","noun","名词"
"this","这，这个","various","","beginner","noun","A word meaning: 这","这","","","noun","名词"
"thorough","彻底的","various","","intermediate","adjective","A word meaning: 彻底的","彻底的","","","adjective","形容词"
"those","那些","various","","beginner","noun","A word meaning: 那些","那些","","","noun","名词"
"though","虽然，可是","various","","intermediate","noun","A word meaning: 虽然","虽然","","","noun","名词"
"thought","思考，思想；念头","various","","intermediate","noun","A word meaning: 思考","思考","","","noun","名词"
"thousand","千","nature","","intermediate","noun","A word meaning: 千","千","","","noun","名词"
"thread","线","education","","intermediate","noun","A word meaning: 线","线","","","noun","名词"
"three","三","numbers","","beginner","noun","A word meaning: 三","三","","","noun","名词"
"thrill","使激动，使胆战心惊","various","","intermediate","noun","A word meaning: 使激动","使激动","","","noun","名词"
"thriller","惊险小说","various","","intermediate","noun","A word meaning: 惊险小说","惊险小说","","","noun","名词"
"throat","喉咙","body","","intermediate","noun","A word meaning: 喉咙","喉咙","","","noun","名词"
"through","穿（通）过；从始至终 穿（通）过；自始至终","various","","intermediate","noun","A word meaning: 穿（通）过","穿（通）过","","","noun","名词"
"throughout","遍及，贯穿","various","","advanced","noun","A word meaning: 遍及","遍及","","","noun","名词"
"throw(threw","thrown)","various","","advanced","noun","A word meaning: thrown)","thrown)","","","noun","名词"
"thunder","雷声，雷","various","","intermediate","noun","A word meaning: 雷声","雷声","","","noun","名词"
"Thursday","星期四","time","","intermediate","noun","A word meaning: 星期四","星期四","","","noun","名词"
"thus","这样；因而","various","","beginner","noun","A word meaning: 这样","这样","","","noun","名词"
"tick","（钟表）滴答声","various","","beginner","noun","A word meaning: （钟表）滴答声","（钟表）滴答声","","","noun","名词"
"ticket","票；卷","various","","intermediate","noun","A word meaning: 票","票","","","noun","名词"
"tidy","弄整洁，弄干净 整洁的，干净的","various","","beginner","adjective","A word meaning: 弄整洁","弄整洁","","","adjective","形容词"
"tie","领带，绳子，结；关系 系，打结","clothing","mens-clothing","beginner","noun","A word meaning: 领带","领带","","","noun","名词"
"tiger","老虎","animals","mammals","beginner","noun","A word meaning: 老虎","老虎","","","noun","名词"
"tight","紧的","various","","beginner","adjective","A word meaning: 紧的","紧的","","","adjective","形容词"
"till","直到，直到...为止","various","","beginner","noun","A word meaning: 直到","直到","","","noun","名词"
"time","时间；时期；钟点；次，回","time","","beginner","noun","A word meaning: 时间","时间","","","noun","名词"
"timetable","（火车、公共汽车等）时间表；（学校）课表","house","furniture","advanced","adjective","A word meaning: （火车、公共汽车等）时间表","（火车、公共汽车等）时间表","","","adjective","形容词"
"tin","（英）罐头，听头","actions-verbs","","beginner","noun","A word meaning: （英）罐头","（英）罐头","","","noun","名词"
"tiny","极小的，微小的","various","","beginner","adjective","A word meaning: 极小的","极小的","","","adjective","形容词"
"tip","顶端，尖端；告诫；提示 给小费","various","","beginner","noun","A word meaning: 顶端","顶端","","","noun","名词"
"tire","使疲劳","various","","beginner","noun","A word meaning: 使疲劳","使疲劳","","","noun","名词"
"tired","疲劳的，累的","colors","","beginner","adjective","A word meaning: 疲劳的","疲劳的","","","adjective","形容词"
"tiresome","令人厌倦的","various","","intermediate","adjective","A word meaning: 令人厌倦的","令人厌倦的","","","adjective","形容词"
"tissue","（动植物的）组织；纸巾","various","","intermediate","adjective","A word meaning: （动植物的）组织","（动植物的）组织","","","adjective","形容词"
"title","标题，题目","various","","beginner","noun","A word meaning: 标题","标题","","","noun","名词"
"to","给；对，向，到；在...之前","body","","beginner","noun","A word meaning: 给","给","","","noun","名词"
"toast","烤面包（片）","various","","beginner","noun","A word meaning: 烤面包（片）","烤面包（片）","","","noun","名词"
"tobacco","烟草，烟叶","various","","intermediate","noun","A word meaning: 烟草","烟草","","","noun","名词"
"today","今天；现在，当前","time","","beginner","noun","A word meaning: 今天","今天","","","noun","名词"
"together","一起，共同","various","","intermediate","noun","A word meaning: 一起","一起","","","noun","名词"
"toilet","厕所","various","","intermediate","noun","A word meaning: 厕所","厕所","","","noun","名词"
"tolerate","容许，允许，忍受","animals","mammals","intermediate","verb","A word meaning: 容许","容许","","","verb","动词"
"tomato","西红柿，番茄","food","vegetables","intermediate","noun","A word meaning: 西红柿","西红柿","","","noun","名词"
"tomb","坟墓","various","","beginner","noun","A word meaning: 坟墓","坟墓","","","noun","名词"
"tomorrow","明天","time","","intermediate","noun","A word meaning: 明天","明天","","","noun","名词"
"ton","（重量单位）吨","body","","beginner","noun","A word meaning: （重量单位）吨","（重量单位）吨","","","noun","名词"
"tongue","舌，舌头","body","face","intermediate","noun","A word meaning: 舌","舌","","","noun","名词"
"tonight","今晚，今夜","time","","intermediate","noun","A word meaning: 今晚","今晚","","","noun","名词"
"too","也，还；又；太，过分；很，非常","body","","beginner","noun","A word meaning: 也","也","","","noun","名词"
"tool","工具，器具","various","","beginner","noun","A word meaning: 工具","工具","","","noun","名词"
"tooth(pl teeth)","牙齿","body","face","advanced","noun","A word meaning: 牙齿","牙齿","","","noun","名词"
"toothache","牙痛","body","face","advanced","noun","A word meaning: 牙痛","牙痛","","","noun","名词"
"toothbrush","牙刷","body","face","advanced","noun","A word meaning: 牙刷","牙刷","","","noun","名词"
"toothpaste","牙膏","body","face","advanced","noun","A word meaning: 牙膏","牙膏","","","noun","名词"
"top","顶部，（物体的）上面","actions-verbs","","beginner","adjective","A word meaning: 顶部","顶部","","","adjective","形容词"
"topic","题目，话题","various","","beginner","adjective","A word meaning: 题目","题目","","","adjective","形容词"
"tortoise","乌龟","various","","intermediate","verb","A word meaning: 乌龟","乌龟","","","verb","动词"
"total","总数的；总括的；完全的，全然的 合计，总计","various","","beginner","adjective","A word meaning: 总数的","总数的","","","adjective","形容词"
"totally","总合地，完全地","various","","intermediate","adverb","A word meaning: 总合地","总合地","","","adverb","副词"
"touch","触摸，接触","various","","beginner","noun","A word meaning: 触摸","触摸","","","noun","名词"
"tough","坚硬的；结实的；棘手的，难解的","various","","beginner","adjective","A word meaning: 坚硬的","坚硬的","","","adjective","形容词"
"tour","参观，观光，旅行","various","","beginner","noun","A word meaning: 参观","参观","","","noun","名词"
"tourism","旅游业；观光","various","","intermediate","noun","A word meaning: 旅游业","旅游业","","","noun","名词"
"tourist","旅行者，观光者","various","","intermediate","noun","A word meaning: 旅行者","旅行者","","","noun","名词"
"tournament","联赛，比赛","various","","advanced","noun","A word meaning: 联赛","联赛","","","noun","名词"
"toward(s)","向，朝，对于","various","","advanced","noun","A word meaning: 向","向","","","noun","名词"
"towel","毛巾","various","","beginner","noun","A word meaning: 毛巾","毛巾","","","noun","名词"
"tower","塔","various","","beginner","noun","A word meaning: 塔","塔","","","noun","名词"
"town","城镇，城","geography","","beginner","noun","A word meaning: 城镇","城镇","","","noun","名词"
"toy","玩具，玩物","various","","beginner","noun","A word meaning: 玩具","玩具","","","noun","名词"
"track","轨道；田径","various","","beginner","noun","A word meaning: 轨道","轨道","","","noun","名词"
"tractor","拖拉机","various","","intermediate","noun","A word meaning: 拖拉机","拖拉机","","","noun","名词"
"trade","贸易 用...进行交换","various","","beginner","noun","A word meaning: 贸易 用...进行交换","贸易 用...进行交换","","","noun","名词"
"tradition","传统","various","","advanced","noun","A word meaning: 传统","传统","","","noun","名词"
"traditional","传统的","various","","advanced","adjective","A word meaning: 传统的","传统的","","","adjective","形容词"
"traffic","交通，来往车辆","transportation","","intermediate","adjective","A word meaning: 交通","交通","","","adjective","形容词"
"train","火车 培训，训练","transportation","land-travel","beginner","noun","A word meaning: 火车 培训","火车 培训","","","noun","名词"
"trainer","训练人；教练","transportation","land-travel","intermediate","noun","A word meaning: 训练人","训练人","","","noun","名词"
"training","培训","transportation","land-travel","intermediate","noun","A word meaning: 培训","培训","","","noun","名词"
"tram","有轨电车","various","","beginner","noun","A word meaning: 有轨电车","有轨电车","","","noun","名词"
"transform","使改变形态，使改观","various","","advanced","noun","A word meaning: 使改变形态","使改变形态","","","noun","名词"
"translate","翻译","various","","advanced","verb","A word meaning: 翻译","翻译","","","verb","动词"
"translation","翻译；译文","various","","advanced","noun","A word meaning: 翻译","翻译","","","noun","名词"
"translator","翻译家，译者","various","","advanced","noun","A word meaning: 翻译家","翻译家","","","noun","名词"
"transparent","透明的","family","","advanced","adjective","A word meaning: 透明的","透明的","","","adjective","形容词"
"transport","运输","transportation","","advanced","noun","A word meaning: 运输","运输","","","noun","名词"
"trap","陷阱 使陷入困境","various","","beginner","noun","A word meaning: 陷阱 使陷入困境","陷阱 使陷入困境","","","noun","名词"
"travel","旅行","various","","intermediate","noun","A word meaning: 旅行","旅行","","","noun","名词"
